第0类：
		气候	0.102569842873
		区划	0.0843476993242
		资料	0.0453002488624
		条件	0.0447796161896
		海拔	0.0354082280788
		采用	0.0296812686777
		烤烟	0.0275987379864
		陕西省	0.0275987379864
		生长	0.0239543092766
		影响	0.0192686152212
		适宜区	0.0192686152212
		科学依据	0.0187479825484
		次	0.0182273498756
		产量	0.0166654518571
		海拔高度	0.0145829211658
		网格化	0.0130210231473
		地区	0.010938492456
		烟区	0.00937659443756
		选取	0.00781469641909
		日照时数	0.00781469641909
第1类：
		组合	0.109114163444
		绝缘	0.079412513487
		电器	0.0691078594203
		气体	0.053953956381
		发现	0.0418308339496
		气室	0.0297077115182
		全封闭	0.0266769309103
		识别	0.0175845890868
		研制	0.0151599646005
		导致	0.0133414962358
		介质	0.0133414962358
		结果表明	0.0109168717495
		盆式	0.0109168717495
		封闭式	0.0109168717495
		装置	0.0103107156279
		沿面	0.0103107156279
		安装	0.00970455950635
		气	0.00970455950635
		条件	0.00849224726321
		拉杆	0.00849224726321
第2类：
		模型	0.331940413766
		利用	0.109613013315
		定量	0.0386177089691
		回归	0.0336355823483
		选取	0.0292762215552
		效果	0.0280306899
		意义	0.0255396265896
		最终	0.0236713291068
		技术	0.0161981391757
		尾矿库	0.0124615442101
		精细化	0.0118387783826
		溃坝	0.011216012555
		Logistic	0.00872494924459
		实用价值	0.00810218341699
		独立	0.0068566517618
		机理	0.00561112010662
		储粮	0.00561112010662
		展开	0.00498835427902
		体	0.00498835427902
		水深	0.00498835427902
第3类：
		能力	0.201330545769
		本文	0.100023229703
		数据处理	0.0632428665454
		探讨	0.0593712493709
		GIS	0.0516280150219
		互联网	0.0342057377367
		时代	0.029043581504
		支撑	0.0283983119749
		高速	0.0245266948004
		科技	0.0200098080968
		战略	0.0122665737479
		开发	0.0109760346897
		LBS	0.0109760346897
		充分利用	0.0109760346897
		一项	0.0103307651606
		重要性	0.00968549563153
		社会	0.00774968704428
		提升	0.00645914798611
		飞速发展	0.00645914798611
		作出	0.00645914798611
第4类：
		应急	0.21521189978
		事故	0.0981222286067
		调度	0.0802335288442
		指挥	0.0580081745937
		响应	0.0233149386905
		避难	0.0233149386905
		场所	0.0227728568796
		突发事件	0.0227728568796
		处置	0.0184362023917
		预案	0.0184362023917
		预防	0.0146416297148
		公共安全	0.0124733024708
		演练	0.0124733024708
		最佳	0.0119312206598
		指挥系统	0.0119312206598
		突发	0.0119312206598
		联动	0.0103049752269
		发生	0.0103049752269
		措施	0.00922081160489
		燃气	0.00813664798291
第5类：
		流域	0.159916420882
		土壤侵蚀	0.0863638692301
		侵蚀	0.0614804189202
		植被	0.0592848203634
		降雨	0.0296442398472
		水土流失	0.0285464405688
		强度	0.0267167751048
		水土保持	0.0256189758265
		覆盖度	0.0248871096409
		覆盖	0.0168365815994
		径流	0.0128113175787
		轻度	0.0128113175787
		措施	0.0124453844859
		方程	0.0109816521147
		治理	0.0106157190219
		占	0.0106157190219
		上游	0.0102497859291
		量	0.0102497859291
		流失	0.00951791974355
		河	0.00915198665076
第6类：
		系统	0.198665327046
		智能	0.118744790894
		电网	0.0947686300478
		需求	0.0599461107242
		智能化	0.0576626668341
		终端	0.0451037254387
		设计	0.039965976686
		面向	0.0365408108509
		平台	0.0302613401532
		文中	0.023411008483
		感知	0.0142772329227
		图文	0.0102812061151
		原型	0.00971034514254
		结构	0.00799776222499
		桌面	0.00799776222499
		包括	0.00628517930743
		秃杉	0.00514345736239
		监视	0.00457259638988
		迫切	0.00343087444484
		定性分析	0.00286001347232
第7类：
		监测	0.301134942981
		故障	0.191880374401
		识别	0.070667594334
		在线	0.049468946699
		准确	0.0288138541316
		强	0.0168556426452
		故障诊断	0.0141378673073
		可靠	0.00978942676683
		诊断	0.00924587169926
		监测数据	0.0087023166317
		辨识	0.00815876156413
		位置	0.00652809636144
		波包	0.00652809636144
		证明	0.00544098622631
		找出	0.00544098622631
		报警	0.00544098622631
		稳定	0.00489743115875
		监测技术	0.00489743115875
		包含	0.00435387609119
		广泛应用	0.00435387609119
第8类：
		GIS	0.14761639991
		空间信息	0.107238836597
		整合	0.0569323642718
		访问	0.0397222553186
		核心	0.0291314190397
		台风	0.0284694917722
		统一	0.0271456372374
		文化遗产	0.0244979281677
		体育	0.0225121463654
		物质	0.0192025100282
		多源	0.0145690191562
		现有	0.0145690191562
		借助于	0.0125832373539
		作者	0.011259382819
		流场	0.0105974555516
		葡萄	0.0105974555516
		圈	0.00993552828415
		映射	0.00927360101672
		访问控制	0.00861167374929
		隐藏	0.00794974648186
第9类：
		质量	0.278526936803
		安装	0.1158921211
		控制	0.0539987094565
		施工	0.0513649472589
		GIS	0.0395130173697
		保证	0.0368792551721
		光缆	0.0197598008876
		调试	0.013833835943
		前	0.0118585142947
		电力企业	0.0105416331959
		后续	0.00988319264654
		厂房	0.00856631154773
		建成	0.00724943044892
		移动式	0.00724943044892
		OTDR	0.00659098989952
		竹种	0.00593254935012
		送	0.00527410880072
		效率	0.00461566825131
		出厂	0.00461566825131
		密封	0.00395722770191
第10类：
		GIS	0.206535703925
		预报	0.0573376434995
		意义	0.0449044717974
		群	0.0324713000953
		此基础	0.0262547142443
		分割	0.0248732507218
		多种	0.0200381283932
		结果表明	0.019347396632
		效果	0.0186566648708
		合并	0.0179659331095
		集群	0.0172752013483
		三种	0.0131308107809
		语音	0.0131308107809
		添加	0.0117493472585
		HF	0.0117493472585
		变化规律	0.0110586154973
		粒子	0.0096771519748
		防控	0.0096771519748
		重复	0.0096771519748
		吸附剂	0.0096771519748
第11类：
		气体	0.126077415679
		SF6	0.0817675419625
		绝缘	0.0712175720299
		可靠性	0.0675250825535
		设备	0.0464251426883
		内部	0.0364026712524
		金属	0.0311276862861
		封闭	0.0300726892928
		开关设备	0.0247977043265
		高压	0.02268771034
		机构	0.02268771034
		用于	0.0221602118434
		泄漏	0.0158302298838
		优点	0.0158302298838
		SO2	0.0137202358973
		压力	0.0131927374007
		红外	0.0110827434142
		体积	0.0105552449176
		断路器	0.00950024792429
		笔者	0.00791775243441
第12类：
		开发	0.377417149404
		系统	0.0651394624759
		二次开发	0.0323410663636
		Visual	0.0314171678816
		NET	0.0286454724355
		控件	0.0254118277484
		MapInfo	0.0207923353382
		C#	0.0184825891331
		C++	0.0180206398921
		开发工具	0.0180206398921
		接口	0.0170967414101
		ArcEngine	0.0143250459639
		软件开发	0.0110914012768
		应用程序	0.00970555355378
		Basic	0.00924360431276
		开发方法	0.00878165507174
		独立	0.00831970583072
		嵌入	0.00739580734869
		功能模块	0.00693385810767
		Microsoft	0.00693385810767
第13类：
		减少	0.101934967957
		趋势	0.0506887269533
		增加	0.0501255814477
		结果表明	0.0467467084145
		降低	0.0315417797651
		2005	0.0298523432484
		期	0.0292891977429
		突水	0.0247840336986
		煤层	0.0247840336986
		总体	0.023094597182
		2009	0.0214051606654
